.,Spanish
EventHistorySearchYard_2_Nothing.text,Las maderas secas se rompen y los restos de tela prácticamente se deshacen. El tiempo fue muy inclemente con todo lo que había aquí.
EventHistorySearchKitchen_1_Nothing.text,Aparte de los platos rotos y algunos cubiertos de madera, en la mesa sólo queda polvo.
EventDifficultyLevel1.text,Más que oírlo, sientes un ruido, como un ronroneo. Parece proceder del suelo.
EventBoardAddExploreBathRoom_2.text,Un sonido procede del otro lado de una puerta. En realidad son dos y parecen aullidos. \n\n {qst:ADDEXPLORE}
EventExploreExitHall_1_Str_Fail.text,Empiezas a empujar para que se abra la puerta, pero al otro lado oyes como algo se arrastra por el suelo.
EventHistorySearchOffice_2_LuckyCigarretCase.text,El cajón se abre y lo único que merece la pena es una pitillera de señora. \n\n {qst:RCOMMON} {c:QItemLuckyCigarretCase}
EventBoardRemoveInvestigatorsHall.text,La puerta principal se cierra de golpe y la cerradura se bloquea sola. \n\n Salir sin más de la mansión, sin haber investigado nada, ya no es una opción.
EventHistorySearchServiceCorridor_1_Nothing.text,Algunas plumas, tinteros, pisapapeles, un secante, un trozo de tela sucia... Nada del otro mundo.
EventHistorySearchLivingCorridor_1_45Automatic.text,Entre las diversas cosas que hay sobre la mesa encuentras un envoltorio de tela. \n\n Al desenvolverlo encuentras algo conservado en perfecto estado. \n\n {qst:RCOMMON} {c:QItem45Automatic}.
EventHistorySearchYard_4_Fail_DamageSafe.text,Mientras limpias, un trozo de cristal de una ventana cercana sale despedido hacia tu mano. \n\n {qst:R1DFD} (anulado por {agility}).
TokenSearchHall_1.text,Probablemente el viento ha hecho que el mantel se levante, derribando algo y posteriormente cubriéndolo.
EventQuestTurnOffLightKeroseneLantern.text,Todas las fuentes de luz no mágicas que no sean la {c:QItemLantern} o la {c:QItemKeroseneLantern} que estén en el espacio del investigador se apagan.
EventHistorySearchYard_3_Machete.text,Estás a punto de hacerte daño metiendo la mano entre las ramas pero finalmente consigues coger la hoja. \n\n {qst:RCOMMON} {c:QItemMachete}.
EventHistoryRitualYard.text,El ritual fue muy poderoso. El viento destruyó paredes, ventanas y trozos del techo pero los componentes del ritual quedaron intactos.
EventDifficultyLevel4.text,El suelo tiembla con más fuerza. De lo más profundo de la tierra surge un ruido que parece un murmullo grave e intenso.
MUMMY,El bulto es un cuerpo humano reseco como una momia. Lo extraño es que por la ropa dirías que no puede tener más de 20 años.
EventHistoryInteractionDoorlock_NoKey.text,Por la forma en que estaba oculta la trampilla es posible que se trate de un lugar importante. Es prioritario encontrar la llave para abrirla.
EventBoardAddInvestigatorsDarknessHall.text,Cruzáis el recibidor. Está oscuro. \n\n Coloca las miniaturas de los investigadores y las fichas de Oscuridad en el lugar señalado.
EventHistorySearchOffice_1_45Automatic.text,Hay pequeños animales disecados a los que les faltan grandes partes del cuerpo. Es posible que les dispararan con esta arma. \n\n {qst:RCOMMON} {c:QItem45Automatic}.
EventHistorySearchOffice_1_CarbineRifle.text,Hay pequeños animales disecados a los que les falta gran parte del cuerpo. Es posible que les dispararan con esta arma. \n\n {qst:RCOMMON} {c:QItemCarbineRifle}.
EventHistorySearchOffice_1_Shotgun.text,Hay pequeños animales disecados a los que les falta gran parte del cuerpo. Es posible que les dispararan con esta arma. \n\n {qst:RCOMMON} {c:QItemShotgun}.
EventHistorySearchBathRoom_3_Nothing.text,El ruido no es más que el viento en las cañerías. Pero la ilusión de que pueda ser algo peor a veces resulta más aterradora que la verdad.
EventBoardAddSearchLibrary_1.text,Los libros de los primeros estantes parecen estar en pésimas condiciones, pero los que están al fondo tienen mejor aspecto.\n\n {qst:ADDSEARCH}
EventHistoryAddRitual1_2ndRitual.text,Has encontrado objetos de un ritual realizado en la casa. Pero, ¿quién lo llevó a cabo? \n\n Los investigadores pueden inspeccionar el Objeto Único {c:QItemRitualComponents}.
EventHistoryRitualServiceCorridor.text,Fuisteis un poco descuidados porque en este ritual había una piedra con una flecha. ¿Apuntaba a algún lugar concreto o tenía otro significado?
EventMythosSpawnPlaceMonster_Library.text,El polvo y el moho de la alfombra se levantan formando una nube. Cuando se disipa descubres un bulto en la habitación.
EventBoardAddTileBedRoom.text,La puerta da a una habitación. Hay un olor muy fuerte a carne ya descompuesta y moho. \n\n Coloca el módulo {c:TileBedRoom} en el lugar señalado.
EventExploreKitchen_Fail.text,Las maderas que presionan la puerta se balancean más fuerte de lo que puedes controlar. El viento del otro lado es muy intenso.
EventBoardAddSearchHall_3.text,Varios cuadros cubren las paredes de la sala. Algunos están parcial o totalmente rasgados pero hay uno de ellos que está cubierto por una tela. \n\n {qst:ADDSEARCH}
EventExploreExitHall_1_Str_2.text,Algo parece engancharse en la puerta cuando la empujas para abrirla. Pero con un poco más de fuerza quizá puedas apartarla y abrir la puerta. {qst:DOTEST} de {strength}.
EventExploreExitHall_1_Str_1.text,Algo parece engancharse en la puerta cuando la empujas para abrirla. Pero con un poco más de fuerza quizá puedas apartarla y abrir la puerta. {qst:DOTEST} de {strength}.
TokenExploreLivingRoom.text,El sonido del viento y el olor de la habitación en la que estás no te permiten darte cuenta de lo que hay al otro lado de la puerta.
TokenSearchLivingRoom_3.text,El viento agita la tela que cubre la mesa. Parece que hay algo bajo la tela, aunque tendrás que acercarte para ver de qué se trata.
EventMythosSpawnPlaceMonster_LivingRoom.text,Plumas, pelo y polvo se elevan en un remolino que va del suelo al techo. \n\n Algo queda a la vista cuando todo se disipa.
EventBoardAddInteractionYard_1.text,Más allá de lo que una vez fue un patio está el acantilado. De él viene un fuerte viento. \n\n Añade una ficha de Interacción en el lugar señalado.
EventMythosSpawnPlaceMonster_LivingCorridor.text,Un cuadro en el pasillo muestra una figura paseando por una playa. La figura mira hacia el pasillo y atraviesa el cuadro como si fuera una ventana.
EventExploreKitchenLantern.text,A partir de este punto el viento es muy fuerte. No impide que el investigador salga, pero todas sus fuentes de luz que no sean mágicas, excepto la {c:QItemLantern}, se apagan.
EventMythosSpawnPlaceMonster_ServiceCorridor.text,Las paredes del pasillo se retuercen. Algo parecido a una puerta o una boca se abre y de esa abertura aparece un ser. A continuación, la puerta se cierra.
TokenExploreHall_1.text,Esta puerta polvorienta no está cerrada. Una ligera brisa hace que se mueva, a veces medio cerrada y otras con la impresión de estar atascada por algo que se encuentre al otro lado. Un sonido de golpes procede del otro lado de la puerta.
EventHistoryAddInteractionBilliards.text,Las líneas en el polvo de la mesa de billar indican que las bolas han rodado recientemente de una esquina de la mesa al lado opuesto. \n\n {qst:ADDINTERACTION}
EventHistorySearchHall_2_Clue_1.text,Los papeles están dirigidos al Sr. Williams. Son cartas e invitaciones de varias personas y bancos. Puedes intentar encontrar alguna relación entre ellos. {qst:DOTEST} de {lore}.
EventHistorySearchHall_2_Clue_2.text,Los papeles están dirigidos al Sr. Williams. Son cartas e invitaciones de varias personas y bancos. Puedes intentar encontrar alguna relación entre ellos. {qst:DOTEST} de {lore}.
EventHistorySearchLivingRoom_1_Whiskey.text,Sólo trapos sucios, vasos y botellas vacías. Pero puede que una de las botellas tenga algo que haya mejorado con el tiempo. \n\n {qst:RCOMMON} {c:QItemWhiskey}.
TokenExploreServiceCorridor_1.text,La cerradura ha sido forzada y está colgando del hueco. Una ráfaga de viento golpea la puerta de manera ruidosa.
TokenSearchYard_4.text,En un sitio tan reducido y estrecho, este espacio resulta extraño, ya que es inusualmente diáfano a pesar de tener unos cuantos trozos de madera y cristal esparcidos por él.
EventBoardAddExploreKitchen_1.text,Hay una puerta medio rota a la que le faltan trozos del marco. Unas ramas asoman por los huecos que hay entre las tablas. \n\n {qst:ADDEXPLORE}
EventHistoryNonRitualYard_Clue.text,Desde aquí puedes ver que todas las cosas del vivero están por el suelo. No tienes claro si algo ha salido de la casa, pero estás convencido de que sí que ha entrado. \n\n {qst:R1CLUE}
EventExploreKitchenKeroseneLantern.text,A partir de este punto el viento es muy fuerte. No impide al investigador salir, pero todas sus fuentes de luz no mágicas que no sean {c:QItemLantern} o {c:QItemKeroseneLantern} se apagan.
EventHistorySearchHall_3_Shrilevling_2.text,Parece que el cuadro fue rasgado para buscar u ocultar algo detrás de la tela. Tus sospechas se confirman cuando encuentras un pequeño pergamino con escrituras arcanas. \n\n {qst:RSPELL} {c:QItemShriveling}.
EventHistoryNonRitualKitchen_Nothing.text,Las manchas del suelo están secas e indican que algo ha sido arrastrado hacia la puerta que separa la cocina del comedor. \n\n Eso es todo.
EventMythosSpawnPlaceMonster_Office.text,El espacio se pliega haciendo que los sillones y la mesa se fundan en un punto. Cuando el punto se expande las cosas vuelven a su forma anterior... aunque ahora además aparece un ser extraño.
EventHistorySearchYard_2_Clue_1.text,Las ramas son finas y las han partido para formar un pequeño nido. Varios trapos completan el nido y se agitan con la presencia de algunos roedores. {qst:DOTEST} de {influence}.
EventHistorySearchYard_2_Clue_2.text,Las ramas son finas y las han partido para formar un pequeño nido. Varios trapos completan el nido y se agitan con la presencia de algunos roedores. {qst:DOTEST} de {influence}.
EventHistorySearchKitchen_1_LeadPipe.text,Los platos no están bien colocados. Al parecer los colocaron para la comida y luego los han desordenado. \n\n Probablemente el desorden lo haya causado la misma persona que usó este trozo de tubería que hay sobre la mesa. \n\n {qst:RCOMMON} {c:QItemLeadPipe}.
EventHistorySearchKitchen_1_Knife.text,Los platos no están bien colocados. Al parecer los colocaron para la comida y luego los han desordenado. \n\n Debajo de plato roto estaba escondido un cuchillo de gran tamaño. \n\n {qst:RCOMMON} {c:QItemCuchillo}.
EventHistoryRitualLivingRoom.text,Con las ventanas rotas y los múltiples rastros de animales en esta habitación, es sorprendente que los objetos de este ritual hayan permanecido intactos durante tanto tiempo.
EventHistorySearchLivingCorridor_1_Nothing.text,Hay bastantes cosas aquí. Un plumero, algunos paños, un sombrero, un pequeño mango cilíndrico, un jarrón roto, restos de plantas, algunos papeles, una pantalla de lámpara rota... \n\n Pero nada te resulta útil.
EventHistorySearchHall_1_Whiskey.text,Al levantar el trapo encuentras una botella de alcohol. La fecha de la etiqueta es de hace sólo unos meses. Quizás era de Bob. \n\n Ganas el Objeto común {c:QItemWhiskey}.
EventBoardAddSearchAndBarricade.text,Han colocado una barricada en la cocina que te impide el paso. \n\n Coloca fichas de Obstrucción y Búsqueda en el lugar señalado. \n\n Esta ficha de Obstrucción no se puede retirar.
TokenInteractionKitchen.text,El mostrador es alto. Está a casi 1,5m del suelo y tiene marcas profundas de arañazos en su superficie. Además tiene una ventana cuadrada de unos 60 cm de ancho que no está bloqueada.
EventHistoryAddRitual1_1stRitual.text,Encuentras marcas rúnicas y varios objetos que parecen ser componentes de algún tipo de ritual. ¿Pero para qué era el ritual? \n\n Los investigadores pueden inspeccionar el Objeto único {c:QItemRitualComponents} en la aplicación.
EventHistorySearchYard_1_18Delinger.text,Mientras tanteas el oscuro suelo sientes la frialdad del metal. Su forma no te resulta desconocida y casi de inmediato la sujetas con más cuidado. \n\n {qst:RCOMMON} {c:QItem18Delinger}.
EventHistoryNonRitualKitchen_Clue.text,Las manchas parecen ser una mezcla de runas y hay marcas que indican que algo ha sido arrastrado. Quizá fuese un intento para realizar un ritual. Posiblemente las marcas fueron hechas con sangre. \n\n {qst:R1CLUE}.
EventHistorySearchYard_4_Fail_BreakItem.text,Mientras limpias una tabla del techo se desprende y cae sobre ti. Por suerte no sufres daño ya que golpea en una de tus pertenencias. Por desgracia, queda inutilizada. \n\n Descarta 1 Objeto Común o Hechizo aleatorio.
EventHistorySearchBathroom_2_Nothing.text,En cuanto tocas la mesa te das cuenta de que le falta una pata. La mesa se derrumba rompiendo lo que tenía encima y pulverizando los frágiles papeles dañados por el tiempo.
EventHistorySearchBathRoom_1_38Revolver.text,Sobre el mueble hay un montón de trapos sucios. En su interior se ha caído o han escondido algo, que por cómo deforma los trapos, está claro que es algo pesado. \n\n {qst:RCOMMON} {c:QItem38Revolver}.
EventExploreTryOpenBathRoom_1_3.text,Lo que parece ser un espíritu sale por la puerta y se lanza directamente hacia tus ojos. Sientes que se funde con tus pensamientos e intenta dominar tus acciones. {qst:DOTEST} de {influence}.
EventExploreTryOpenBathRoom_1_4.text,Lo que parece ser un espíritu sale por la puerta y se lanza directamente hacia tus ojos. Sientes que se funde con tus pensamientos e intenta dominar tus acciones. {qst:DOTEST} de {influence}.
EventHistorySearchHall_3_Shrilevling_1.text,Parece que el cuadro fue rasgado para buscar u ocultar algo detrás de la tela. Tus sospechas se confirman cuando encuentras un pequeño pergamino con escrituras arcanas. \n\n {qst:R1CLUE} y el Hechizo {c:QItemShriveling}.
UIPrologueTextContinuation.uitext,Os cuenta que en un pueblo cercano hay una casa abandonada en en el borde de un acantilado. De día no se podría entrar sin ser visto al estar junto a la carretera de acceso al pueblo. Pero durante la noche sería más fácil. \n El lugar permanecería tal y cómo lo dejaron y que todavía podría haber allí algo de oro y joyas y Bob estaría dispuesto a compartirlas con vosotros. \n\n Ante vuestra falta de entusiasmo y la incomodidad de convertiros en ladrones de casas, decide seguir hablando. \n\n —¡Vale! El otro día, mientras tomaba unos tragos en otro bar con un tipo algo extraño, éste me contó que los dueños de la casa «desaparecieron» con algunos invitados. Al poco reaparecieron siendo más ricos. Poco después, y de la noche al día, ellos también desaparecieron. Tras la desaparición, el personal de la casa se marchó sin llevarse nada porque decían que desde que se desvanecieron los dueños todas las noches se oían ruidos extraños en la casa. Así que le pregunté qué importaba eso y me contó que en la mansión había una caja fuerte donde los propietarios dejaron sus mayores tesoros y que, como me había contado, los empleados no se llevaron nada por temor a alguna maldición o hechizo. Así que esa vieja mansión esperaba a que alguien fuese a desentrañar sus secretos. \n\n Todo os parece muy raro y viniendo de Bob seguramente la mayor parte será mentira.  Quizá el relato esconda algo más macabro, pensáis. Pero lo más probable es que sea sólo el típico cuento que pasa de borracho en borracho, sin un ápice de verdad. Así que os negáis a participar. Bob se enfada y se marcha muy airado.
EventDifficultyLevel5.text,—¡Las profundidades han llegado! ¡El portal ha aparecido! —grita una voz masculina que resuena por toda la casa. \n\n El suelo vuelve a temblar y las paredes de la casa se inclinan hacia el lado del abismo. La puerta principal ya no se puede utilizar.
UIEndDelayedInvestigationText.uitext,La casa y sus actuales «residentes», a pesar de cierta actividad, han estado contenidos durante mucho tiempo. \n\n Sin embargo, en algún momento de la investigación, debisteis provocar que algo mayor despertara en ese entorno. \n\n Sentís que el suelo tiembla y rápidamente cede haciendo que caigáis en algún tipo de agujero mientras toda la casa se derrumba. \n\n Las heridas son variadas, desde arañazos hasta miembros rotos. En cuanto empezáis a daros cuenta de lo que ha pasado deseáis la muerte. \n\n Unos tentáculos salidos de las sombras, o hechos de ellas, os rodean y palpan todos los rincones de vuestros cuerpos. El dolor es terrible mientras, aún conscientes, vuestros cuerpos comienzan a retorcerse y a convertirse en seres grotescos. Habéis perdido vuestros cuerpos y vuestras almas están siendo devoradas.
EventHistorySearchKitchen_4_Clue1.text,La hoja parece ser una vieja carta. \n\n La carta pide a un chamán de una tribu indígena que venga al pueblo y se ocupe de los magos, los Williams, que están matando a lugareños y residentes de otros pueblos. \n\n {qst:R1CLUE}
EventHistorySearchKitchen_4_Clue2.text,La hoja parece ser una vieja carta. \n\n La carta pide que un chamán de una tribu indígena venga al pueblo y se ocupe de los hechiceros, los Williams, que están matando a los lugareños y a los residentes de otros pueblos. \n\n La carta habla además de sonidos grotescos que se oyen en la casa y en los alrededores. \n\n {qst:R2CLUE}.
EventHistorySearchOffice_2_Clue.text,Abres el cajón y encuentras sobres con unos certificados de traspaso de bienes inmuebles a favor de los Williams. \n\n También hay cartas no enviadas en las que queda patente el desprecio de los Williams por sus empleados y los extranjeros. A menudo les llaman en las cartas cosas como «seres inferiores», «animales» y otros adjetivos despectivos. \n\n {qst:R2CLUE}
EventHistorySearchHall_3_Clue_1.text,El cuadro representa un paisaje con una pareja delante de una casa. La casa se parece mucho a la que estáis ahora mismo investigando, aunque mucho más modesta, Hay algo que no encaja. {qst:DOTEST} de {observation}.
EventHistorySearchHall_3_Clue_3.text,El cuadro representa un paisaje con una pareja delante de una casa. La casa se parece mucho a la que estáis ahora mismo investigando, aunque mucho más modesta, Hay algo que no encaja. {qst:DOTEST} de {observation}.
EventHistorySearchHall_3_Clue_2.text,El cuadro representa un paisaje con una pareja delante de una casa. La casa se parece mucho a la que estáis ahora mismo investigando, aunque mucho más modesta, Hay algo que no encaja. {qst:DOTEST} de {observation}.
UIEndFireText.uitext,La madera vieja y tu descuido hicieron que el fuego se extendiera a la parte estructural de la casa. \n\n El lugar no pudo soportarlo y se derrumbó. \n\n Antes de huir tuviste la impresión de que aquel tramo de acantilado temblaba. Entre el estruendo de la madera que se desmoronaba oíste un ruido aterrador, una especie de mezcla entre un trueno, el rugido de un animal y una carcajada. \n\n Es imposible saber si esa casa era un lugar para conjurar el mal o una prisión. Nunca tendrás la respuesta pero no importa. Lo que sí que sabes seguro es que ahora ya no está y que, de alguna manera, tú fuiste el responsable.
EventBoardAddTileBilliardsRoom.text,La mezcla de olores es nauseabunda. Seguramente alguien que fumaba mucho usaba este lugar, pero el olor a moho y carne podrida lo impregna todo. \n\n Coloca el módulo {c:TileBilliards}, una ficha de Pared y una ficha de Puerta en el lugar señalado.
EventHistoryGrotesqueStone_Action_P2.text,La mujer no deja escapar ni una sola lágrima ni llanto. Levanta la cabeza, ríe y besa la boca del cadáver. \n\n Una neblina verde comienza a surgir del lugar donde las bocas se tocan. El indio arroja la lanza sin levantarse. El arma atraviesa a la pareja. La bruma se espesa y forma una pared delgada y rígida que astilla la lanza en mil pedazos que caen fuera de la cama. \n\n La bruma se eleva como una serpiente y se precipita hacia el lado opuesto de la habitación. El indio mueve su mano izquierda y la puerta se cierra, dejando a varias personas fuera. Todos, excepto la pareja y el indio, se convierten en polvo. \n\n Tu mente regresa a la polvorienta habitación. Se te abren unos cortes en el brazo. {qst:R1DFU} (anulado por {strength}). La sangre cae al suelo y es absorbida por la madera casi de inmediato. Una voz resuena en tu mente: «<b>Desbloqueado</b>». \n\n Oyes un ruido procedente del interior de la casa.
UIPrologueTextEnd.uitext,Tras ese incidente, Bob no vuelve más al bar. \n\n Unas semanas más tarde, uno de vosotros observa cierto alboroto cerca de su casa. En una esquina, varios policías hacían preguntas a los transeúntes acerca de un cuerpo que yacía allí en el suelo. Era Bob, muerto y con numerosos cortes en la cara y los brazos. Al llegar a casa, tu compañero encontró un sobre ensangrentado que habían metido por debajo de la puerta. El sobre contenía una hoja de papel doblada con una dirección escrita con letras temblorosas. En el reverso, un mensaje: \n\n «<i>No era mentira. Hay algo en esa casa. Es una trampa para gente necesitada o codiciosa como yo. \n\n Reúne a tu equipo. Debéis investigar esa mansión...</i>»
TokenSearchBathRoom_2.text,La mesita tiene una pata rota pero está apoyada contra la pared para que no se caiga. O las cosas que hay aquí están simplemente amontonadas o se colocaron de cualquier manera después de que la mesa se rompiera.
EventHistorySearchBathRoom_1_Shriveling.text,El montón de trapos no parece haber sido hecho al azar sino que ha sido hecho a propósito. \n\n Al quitar uno a uno los trapos sucios encuentras que debajo habían escondido un pergamino. \n\n {qst:RSPELL} {c:QItemShriveling}.
EventBoardAddTileLibrary.text,La puerta se abre casi sin hacer ruido. Al otro lado, un fuerte olor a humedad se hace presente en esta biblioteca sin ventanas ni otra salida. Estanterías llenas de libros, sofás mohosos y un cuadro torcido en la pared componen el resto de la habitación. \n\n Coloca el módulo {c:TileLibrary} y una ficha de Pared en el lugar señalado.
EventHistorySearchBedRoom_3_Clue.text,Además de la ropa de época, hay 2 túnicas con capucha, cada una de una talla diferente. Estas prendas están ricamente adornadas con motivos tentaculares. A pesar del tiempo que han pasado aquí no hay indicios de que haya entrado moho o polvo en estas prendas. Algo sorprendente teniendo en cuenta que todo lo demás que hay en la habitación está bastante sucio. \n\n {qst:R1CLUE}.
EventHistorySearchHall_3_Clue_Success_2.text,Echas un vistazo y te fijas en dos detalles: \n - Una pareja en primer plano \n - Muy por detrás de la pareja, la casa que está en lo alto de una colina. \n\n Estos dos detalles parecen indicar que se trata de esta casa, pero hay algo que no cuadra: la presencia de una cueva en la colina representada en el cuadro. Si fuese el mismo sitio tendrías que haber visto la cueva al llegar a la mansión. Sin embargo no viste ninguna cueva. \n\n {qst:R1CLUE}.
EventHistorySearchHall_3_Clue_Success_1.text,Echas un vistazo y te fijas en dos detalles: \n - Una pareja en primer plano \n - Muy por detrás de la pareja, la casa que está en lo alto de una colina. \n\n Estos dos detalles parecen indicar que se trata de esta casa, pero hay algo que no cuadra: la presencia de una cueva en la colina representada en el cuadro. Si fuese el mismo sitio tendrías que haber visto la cueva al llegar a la mansión. Sin embargo no viste ninguna cueva. \n\n {qst:R1CLUE}.
EventHistorySearchBedRoom_2_Clue.text,Al revisar las ropas te topas con un esqueleto. \n\n Se trata de un esqueleto de hombre. La ropa es extraña. Algunas partes parecen estar hechas de cuero pero son muy toscas, muy rudimentarias. También hay algunos adornos en los huesos y lo que parecen restos de plumas. Una especie de herramienta de madera, también adornada, descansa junto a la osamenta. \n\n {qst:R1CLUE}.
EventHistorySearchBedRoom_2_ElderSignPendant.text,Al revisar las ropas te topas con un esqueleto. \n\n Se trata de un esqueleto de hombre. La ropa es extraña. Algunas partes parecen estar hechas de cuero pero son muy toscas, muy rudimentarias. También hay algunos adornos en los huesos y lo que parecen restos de plumas. Una especie de herramienta de madera, también adornada, descansa junto a la osamenta. También hay un amuleto. \n\n {qst:R1CLUE} y el Objeto Común {c:QItemElderSignPendant}.
EventHistorySearchBedRoom_2_ElderWard.text,Al revisar las ropas te topas con un esqueleto. \n\n Se trata de un esqueleto de hombre. La ropa es extraña. Algunas partes parecen estar hechas de cuero pero son muy toscas, muy rudimentarias. También hay algunos adornos en los huesos y lo que parecen restos de plumas. Una especie de herramienta de madera, también adornada, descansa junto a la osamenta. También hay un amuleto. \n\n {qst:R1CLUE} y el Objeto Común {c:QItemElderWard}.
EventHistorySearchBedRoom_2_FleshWard.text,Al revisar las ropas te encuentras un esqueleto. \n\n Se trata de un esqueleto de hombre. La ropa es extraña. Algunas partes parecen estar hechas de cuero pero son muy toscas, muy rudimentarias. También hay algunos adornos en los huesos y lo que parecen restos de plumas. Una especie de herramienta de madera, también adornada, descansa junto a la osamenta. También hay un pergamino de cuero. \n\n {qst:R1CLUE} y el Hechizo {c:QItemFleshWard}.
EventHistorySearchBedRoom_2_Wither.text,Al revisar las ropas te encuentras un esqueleto. \n\n Se trata de un esqueleto de hombre. La ropa es extraña. Algunas partes parecen estar hechas de cuero pero son muy toscas, muy rudimentarias. También hay algunos adornos en los huesos y lo que parecen restos de plumas. Una especie de herramienta de madera, también adornada, descansa junto a la osamenta. También hay un pergamino de cuero. \n\n {qst:R1CLUE} y el Hechizo {c:QItemWither}.
EventHistorySkeletons.text,Parece que la pareja debió de morir en la cama. Por los huesos de las pelvis se trata de un hombre y una mujer. Él debió morir de un fuerte golpe en la cabeza. Ella, en cambio, las únicas marcas son de lanza en las costillas y la columna. También muestra marcas de lanza debajo de las últimas costillas a ambos lados, recorriendo su cuerpo de un extremo a otro. \n\n Su cuerpo está ligeramente curvado en la dirección opuesta a la que entró la lanza. Mientras observabas eso te das cuenta de que hay un bulto bajo la sábana, justo en ese espacio curvado. \n\n Al retirar la sábana encuentras algo muy extraño. \n\n Ganas el Objeto único {c:QItemGrotesqueStone}. El investigador que posea este objeto o cualquier investigador en su mismo espacio puede interactuar con él.
EventHistorySearchYard_2_LeadPipe.text,Al retirar los paños observas que las ramas han crecido alrededor de un viejo grifo. El tubo del grifo está al descubierto y podría servir para algo. Haz dos pruebas, una de ({strength};1) y otra de ({observation};1). \n\n Si superas ambas pruebas, empujas con fuerza y fijándote en los puntos más frágiles de la tubería logras sacar un buen trozo de metal. {qst:RCOMMON} {c:QItemLeadPipe}. \n\n Si fallas al menos una prueba, haces más fuerza de la necesaria para arrancar la tubería, ésta se parte por la mitad y te haces daño al chocar contra el borde del banco que hay en el vivero. {qst:R1DFD}.
EventHistorySearchHall_1_Machete.text,Al darle la vuelta a la parte de la tela que ha sido movida por el viento encuentras el objeto que rodó por la mesa.\n\n Ganas el Objeto común {c:QItemMachete}.
EventHistoryAddRitual1Yard_1stRitual.text,Al parecer, se aclaró un espacio entre las plantas arbustivas o se utilizó cuando las plantas eran más pequeñas y no crecían allí. El hecho es que has encontrado lo que parece ser un lugar de realización de algún hechizo o ritual y cuyos componentes han permanecido en su sitio. \n\n {qst:RUNIQUE} {c:QItemRitualComponents}. Los investigadores pueden inspeccionar este objeto utilizando la aplicación.
EventHistorySearchLivingRoom_2_Clue.text,Aunque la habitación tiene heces de animales en varios sitios, sin duda el hedor proviene de ese lugar. {qst:R1DFD} (anulado por {strength}). \n\n El viento cerca de la ventana es fuerte. {qst:DOTEST} ({agility};2). Si fallas la tirada, se apagan las fuentes de luz que tengas. \n\n El bulto es una mezcla de restos de animales y de una especie de nido de pájaro. \n\n Al acercarte, ves gusanos parecidos a grandes sanguijuelas. En ese instante los gusanos abren la boca hacia ti y emiten sonidos parecidos al graznido de los gorriones. {qst:R1HFU} (anulado por {influence}). \n\n La casa no está simplemente abandonada. Algo terriblemente impío se ha apoderado del lugar. \n\n {qst:R2CLUE}.
EventHistorySearchLivingRoom_2_LuckyCigarretCase.text,Aunque la habitación tiene heces de animales en varios sitios, sin duda el hedor proviene de ese lugar. {qst:R1DFD} (anulado por {strength}). \n\n El viento cerca de la ventana es fuerte. {qst:DOTEST} ({agility};2). Si fallas la tirada, se apagan las fuentes de luz que tengas. \n\n El bulto es una mezcla de restos de animales y de una especie de nido de pájaro. \n\n Desmontando la estructura encuentras una cajita de metal envuelta en cuero y tela, acompañada de los restos de una mano. {qst:R1HFD} (anulado por {observation}). \n\n {qst:RCOMMON} {c:QItemLuckyCigarretCase}.
EventHistorySearchLivingRoom_2_MedicalTextbook.text,Aunque la habitación tiene heces de animales en varios sitios, sin duda el hedor proviene de ese lugar. {qst:R1DFD} (anulado por {strength}). \n\n El viento cerca de la ventana es fuerte. {qst:DOTEST} ({agility};2). Si fallas la tirada, se apagan las fuentes de luz que tengas. \n\n El bulto es una mezcla de restos de animales y de una especie de nido de pájaro. \n\n Desmontando la estructura encuentras un libro envuelto en cuero y tela. \n\n {qst:RCOMMON} {c:QItemMedicalTextbook}.
EventHistorySearchLivingRoom_2_KeroseneLantern.text,Aunque la habitación tiene heces de animales en varios sitios, sin duda el hedor proviene de ese lugar. {qst:R1DFD} (anulado por {strength}). \n\n El viento cerca de la ventana es fuerte. {qst:DOTEST} ({agility};2). Si fallas la tirada, se apagan las fuentes de luz que tengas. \n\n El bulto es una mezcla de restos de animales y de una especie de nido de pájaro. \n\n Desmontando la estructura encuentras una linterna que aún tiene los restos de una mano sujetando su asa. {qst:R1HFD} (anulado por {observation}). \n\n {qst:RCOMMON} {c:QItemLantern} eliminado.
EventHistorySearchLivingRoom_2_ArcaneManuscript.text,Aunque la habitación tiene heces de animales en varios sitios, sin duda el hedor proviene de ese lugar. {qst:R1DFD} (anulado por {strength}). \n\n El viento cerca de la ventana es fuerte. {qst:DOTEST} ({agility};2). Si fallas la tirada, se apagan las fuentes de luz que tengas. \n\n El bulto es una mezcla de restos de animales y de una especie de nido de pájaro. \n\n Desmontando la estructura encuentras un libro envuelto en cuero y tela. \n\n {qst:RCOMMON} {c:QItemArcaneManuscript}
EventHistoryRitualLivingCorridor.text,A pesar de estar en un lugar bastante seco dentro de la casa, el ritual tenía algunos componentes relacionados con el agua, como un vaso, una espina de pescado y lo que parece ser un trozo de alga.
